source,id,name,tox,smiles
DILI,16850,fluorescein,0,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O
DILI,39941,benoxaprofen,1,CC(C1=CC2=C(C=C1)OC(=N2)C3=CC=C(C=C3)Cl)C(=O)O
LiverTox,2726,Chlorpromazine,1,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
DILI,4543,nortriptyline,1,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
DILI,3033637,nizatidine,1,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CSC(=N1)CN(C)C
DILI,39186,diltiazem,1,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC
DILI,5402,terbinafine,1,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21
LiverTox,5959,Chloramphenicol,1,C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
LiverTox,11259,metahexamide,1,CC1=C(C=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2)N
DILI,453,mannitol,0,C(C(C(C(C(CO)O)O)O)O)O
DILI,1775,phenytoin,1,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3
DILI,3086677,alatrofloxacinmesylate,1,C[C@@H](C(=O)N[C@@H](C)C(=O)NC1[C@H]2[C@@H]1CN(C2)C3=C(C=C4C(=O)C(=CN(C4=N3)C5=C(C=C(C=C5)F)F)C(=O)O)F)N
DILI,6179,mebanazine,1,CC(C1=CC=CC=C1)NN
DILI,2081,alaproclate,1,CC(C(=O)OC(C)(C)CC1=CC=C(C=C1)Cl)N
DILI,3034010,orlistat,1,CCCCCCCCCCC[C@@H](C[C@H]1[C@@H](C(=O)O1)CCCCCC)OC(=O)[C@H](CC(C)C)NC=O
DILI,3883,lansoprazole,1,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F
DILI,176168,lanthanumcarbonate,0,C(=O)([O-])[O-].C(=O)([O-])[O-].C(=O)([O-])[O-].O.[La+3].[La+3]
DILI,5978,vincristine,1,CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
DILI,60835,duloxetine,1,CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32
LiverTox,3899,Leflunomide,1,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F
DILI,54454,simvastatin,1,CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C
LiverTox,5360515,Naltrexone,0,C1CC1CN2CC[C@]34[C@@H]5C(=O)CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O
DILI,3869,labetalol,1,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O
LiverTox,4911,Probenecid,0,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O
DILI,19190,indocyaninegreen,0,CC1(C(=[N+](C2=C1C3=CC=CC=C3C=C2)CCCCS(=O)(=O)[O-])C=CC=CC=CC=C4C(C5=C(N4CCCCS(=O)(=O)[O-])C=CC6=CC=CC=C65)(C)C)C.[Na+]
DILI,65592,tilbroquinol,1,CC1=CC(=C(C2=C1C=CC=N2)O)Br
DILI,4195,midodrine,0,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O
DILI,6439133,rosuvastatin,1,CC(C)C1=NC(=NC(=C1/C=C/[C@@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C
DILI,4678,dexpanthenol,0,CC(C)(CO)C(C(=O)NCCCO)O
DILI,60823,atorvastatin,1,CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4
DILI,2118,alprazolam,1,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4
DILI,36462,etoposide,1,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
DILI,50599,didanosine,1,C1C[C@@H](O[C@@H]1CO)N2C=NC3=C2NC=NC3=O
DILI,298,chloramphenicol,0,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
DILI,38409,ticrynafen,1,C1=CSC(=C1)C(=O)C2=C(C(=C(C=C2)OCC(=O)O)Cl)Cl
DILI,5546,triamterene,1,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N
DILI,18283,stavudine,1,CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@H](O2)CO
DILI,146570,escitalopram,1,CN(C)CCC[C@@]1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
DILI,3356,flecainide,1,C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F
DILI,4086,orciprenaline,0,CC(C)NCC(C1=CC(=CC(=C1)O)O)O
DILI,3305,etidronicacid,0,CC(O)(P(=O)(O)O)P(=O)(O)O
LiverTox,1983,Acetaminophen,1,CC(=O)NC1=CC=C(C=C1)O
DILI,3011155,nelarabine,1,COC1=NC(=NC2=C1N=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N
DILI,1983,acetaminophen,1,CC(=O)NC1=CC=C(C=C1)O
DILI,16132446,pramlintide,0,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC3=CC=C(C=C3)O)C(=O)N)NC(=O)[C@@H]4CCCN4C(=O)CNC(=O)[C@H](CC5=CC=CC=C5)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CC6=CN=CN6)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC7=CC=CC=C7)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C)NC(=O)[C@H](CS)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CS)NC(=O)[C@H](CCCCN)N
DILI,6432,perflutren,0,C(C(F)(F)F)(C(F)(F)F)(F)F
DILI,3121,valproicacid,1,CCCC(CCC)C(=O)O
DILI,4044,mefenamicacid,1,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C
DILI,4211,mitotane,0,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl
DILI,2162,amlodipine,1,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN
DILI,40958,cefaclor,1,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl
LiverTox,1989,acetohexamide,1,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2
LiverTox,2160,Amitriptyline,1,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
DILI,27686,cromoglicate,1,C1=CC2=C(C(=C1)OCC(COC3=CC4=C(C=C3)OC(=CC4=O)C(=O)O)O)C(=O)C=C(O2)C(=O)O
DILI,5464436,gemifloxacin,1,CO/N=C\1/CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F
DILI,82170,sorbitol,0,C([C@H]([C@@H]([C@H]([C@H](CO)O)O)O)O)O
LiverTox,73111,Senna,0,C1=CC2=C(C(=C1)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C(=O)C4=C([C@@H]2[C@@H]5C6=C(C(=CC=C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C(=O)C8=C5C=C(C=C8O)C(=O)O)C=C(C=C4O)C(=O)O
DILI,2341,benzphetamine,0,CC(CC1=CC=CC=C1)N(C)CC2=CC=CC=C2
DILI,60947,tirofiban,0,CCCCS(=O)(=O)N[C@@H](CC1=CC=C(C=C1)OCCCCC2CCNCC2)C(=O)O
DILI,3386,fluoxetine,1,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
DILI,5281021,minocycline,1,CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=O)/C(=C(/N)\O)/C1=O)O)O)O)N(C)C
DILI,8230,Argipressin,0,C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N
DILI,123606,almotriptan,0,CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3
LiverTox,6279,Progestins,1,C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C
DILI,44185,cefoperazone,1,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O
DILI,2157,amiodarone,1,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I
DILI,5029,rabeprazole,1,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC
DILI,5362129,ramipril,1,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(=O)O
DILI,5793,dextrose,0,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O
DILI,2723601,thioguanine,1,C1=NC2=C(N1)C(=S)N=C(N2)N
DILI,441140,griseofulvin,1,C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC
DILI,56959,ranolazine,0,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O
LiverTox,446220,Cocaine,1,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C3=CC=CC=C3)C(=O)OC
LiverTox,3559,Haloperidol,1,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F
DILI,65999,telmisartan,1,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C
DILI,4999,quazepam,0,C1C(=S)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F)CC(F)(F)F
LiverTox,3397,Flutamide,1,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F
DILI,6869,penicillinv,0,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C
DILI,93860,bortezomib,1,B([C@@H](CC(C)C)NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O
DILI,6435893,cyclosporine,1,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C
DILI,35935,pirprofen,1,CC(C1=CC(=C(C=C1)N2CC=CC2)Cl)C(=O)O
DILI,5486971,pregabalin,1,CC(C)C[C@@H](CC(=O)O)CN
DILI,5775,phentolamine,0,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O
LiverTox,3226,Enflurane,1,C(C(OC(F)F)(F)F)(F)Cl
DILI,34869,amineptine,1,C1CC2=CC=CC=C2C(C3=CC=CC=C31)[NH2+]CCCCCCC(=O)O.[Cl-]
LiverTox,11693,Glycopyrrolate,0,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C.[Br-]
LiverTox,4763,Phenobarbital,0,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2
DILI,208908,lapatinib,1,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl
DILI,104865,bosentan,1,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC
DILI,6010,methyltestosterone,1,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C
LiverTox,3000322,Scopolamine,0,CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4
DILI,36339,etomidate,0,CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2
DILI,16133850,teriparatide,0,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC2=CNC=N2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC3=CNC4=CC=CC=C43)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC5=CNC=N5)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC6=CC=CC=C6)C(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CO)N
DILI,65027,tipranavir,1,CCC[C@]1(CC(=O)C(=C(O1)O)[C@H](CC)C2=CC(=CC=C2)NS(=O)(=O)C3=NC=C(C=C3)C(F)(F)F)CCC4=CC=CC=C4
LiverTox,4748,Perphenazine,0,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
DILI,3365,fluconazole,1,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O
DILI,5480200,pafuramidine,1,CO/N=C(\N)/C1=CC=C(C=C1)C2=CC=C(O2)C3=CC=C(C=C3)/C(=N/OC)/N
DILI,55185,azithromycin,1,CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H](C([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O
DILI,5479,tinidazole,1,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C
DILI,30323,daunorubicin,0,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O
DILI,18140,estramustine,1,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl
LiverTox,1775,Phenytoin,1,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3
DILI,2818,clozapine,1,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl
DILI,3342,fenoprofen,1,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O
DILI,5284604,oxymorphone,0,CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O
DILI,3911,leuprolide,1,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6
LiverTox,3354,Flavoxate,0,CC1=C(OC2=C(C1=O)C=CC=C2C(=O)OCCN3CCCCC3)C4=CC=CC=C4
DILI,2187,anastrozole,1,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N
DILI,119607,valdecoxib,1,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N
DILI,3878,lamotrigine,1,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N
DILI,4260,moxisylyte,1,CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCCN(C)C
LiverTox,5284592,Nabilone,0,CCCCCCC(C)(C)C1=CC(=C2[C@@H]3CC(=O)CC[C@H]3C(OC2=C1)(C)C)O
DILI,35370,zidovudine,1,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-]
DILI,2973,deferoxamine,1,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O
DILI,6476,methsuximide,0,CC1(CC(=O)N(C1=O)C)C2=CC=CC=C2
LiverTox,31703,Doxorubicin,1,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O
DILI,3001055,ranitidine,1,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C
DILI,15330,propoxyphene,1,CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C
DILI,47576,ketoconazole,1,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC[C@@H]3CO[C@@](O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl
LiverTox,3033,Diclofenac,1,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl
DILI,151171,conivaptan,0,CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6
DILI,439492,tacrolimus,1,C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](C=C(C1)C)CC=C)O)C)C(=C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)O)C)OC)OC
LiverTox,2764,Ciprofloxacin,1,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
DILI,9579578,esomeprazoleSodium,1,CC1=CN=C(C(=C1OC)C)C[S@@](=O)C2=NC3=C(N2)C=C(C=C3)OC
DILI,5462516,telithromycin,1,CC[C@@H]1[C@@]2([C@@H]([C@H](C(=O)[C@@H](C[C@]([C@@H]([C@H](C(=O)[C@H](C(=O)O1)C)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C
DILI,3494,glycopyrrolate,0,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C
DILI,2952,dantrolene,1,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-]
LiverTox,5206,Sevoflurane,1,C(OC(C(F)(F)F)C(F)(F)F)F
DILI,3748,iproniazid,1,CC(C)NNC(=O)C1=CC=NC=C1
DILI,152951,argatroban,0,C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NC[C@@H](C3)C
DILI,5610,tyramine,0,C1=CC(=CC=C1CCN)O
DILI,30751,fludarabine,0,C1=NC2=C(N=C(N=C2N1[C@H]3[C@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)F)N
LiverTox,3696,Imipramine,1,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31
DILI,6759,riboflavin,0,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@H]([C@H]([C@H](CO)O)O)O
DILI,3956,loracarbef,1,C1CC(=C(N2C1C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl
DILI,638678,protirelin,0,C1C[C@H](N(C1)C(=O)[C@H](CC2=CN=CN2)NC(=O)[C@@H]3CCC(=O)N3)C(=O)N
LiverTox,4771,Phentermine,0,CC(C)(CC1=CC=CC=C1)N
DILI,6691,warfarin,1,CC(=O)CC(C1=CC=CC=C1)C2=C(OC3=CC=CC=C3C2=O)O
LiverTox,3793,Itraconazole,1,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl
DILI,208898,dronedarone,1,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC
DILI,4991,pyridostigmine,0,C[N+]1=CC=CC(=C1)OC(=O)N(C)C
DILI,60871,adefovir,1,CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C(N=CN=C21)N)OCOC(=O)C(C)(C)C
DILI,5281078,mycophenolatemofetil,1,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)OCCN3CCOCC3)O
DILI,33613,amoxicillin,1,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C
LiverTox,4495,Nimesulide,1,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2
DILI,14956,amphotericinb,1,C[C@H]1C=CC=CC=CC=CC=CC=CC=C[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O
DILI,4680,papaverine,1,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC
DILI,3080,dimercaprol,0,C(C(CS)S)O
DILI,57363,finasteride,1,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC[C@@H]4[C@@]3(C=CC(=O)N4)C
DILI,5852,penicillamine,1,CC(C)([C@H](C(=O)O)N)S
DILI,2801,clomipramine,1,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl
DILI,1302,naproxen,1,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O
DILI,5755,prednisolone,1,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O
DILI,2541,candesartan,1,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O
DILI,3961,losartan,1,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl
DILI,2733526,tamoxifen,1,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3
LiverTox,3763,Isoflurane,1,C(C(F)(F)F)(OC(F)F)Cl
LiverTox,446598,Clindamycin,1,CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@H](C)Cl
DILI,5361202,cefuroxime,1,CO/N=C(\C1=CC=CO1)/C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O
DILI,444031,darifenacin,0,C1CN(C[C@@H]1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5
DILI,3637,hydralazine,1,C1=CC=C2C(=C1)C=NN=C2NN
LiverTox,84029,Clarithromycin,1,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O
DILI,5212,sildenafil,1,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C
DILI,4927,promethazine,1,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C
DILI,4768,phenoxybenzamine,0,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2
DILI,6032,kanamycin,0,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N
DILI,2710,chlorcyclizine,1,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
DILI,55245,mifepristone,0,CC#C[C@@]1(CC[C@@H]2[C@@]1(C[C@@H](C3=C4CCC(=O)C=C4CC[C@@H]23)C5=CC=C(C=C5)N(C)C)C)O
LiverTox,2082,Albendazole,1,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC
LiverTox,9875401,Rivaroxaban,1,C1COCC(=O)N1C2=CC=C(C=C2)N3C[C@@H](OC3=O)CNC(=O)C4=CC=C(S4)Cl
DILI,14789,ferumoxytol,0,O[Fe]=O.O[Fe]=O.[Fe]
